itm_id,branch_stock_from_branch,branch_stock_from_main,diff
48301,8.02,9.02,-1
48302,9,0,9
48355,1,2,-1
48358,1,3,-2
48361,18,6,12
48366,1,0,1
48458,7.02,10.02,-3
48459,11.01,14.01,-3
48460,2,5,-3
48469,2,3,-1
48522,11,0,11
48533,0,1,-1
48534,4,6,-2
48539,1,2,-1
48543,5,6,-1
48547,0,1,-1
48616,12,13,-1
48629,8,0,8
48657,6,4,2
48661,12,13,-1
48666,37.04,38.04,-1
48668,14,19,-5
48671,5,6,-1
48676,12,0,12
48680,13.01,14.01,-1
48690,2,3,-1
48723,5,1,4
48726,1,2,-1
48737,3,2,1
48745,1,0,1
48763,3,1,2
48767,1,0,1
48783,9,3,6
48790,2,0,2
48806,1,2,-1
48807,5,6,-1
48817,11,12,-1
48825,82,96,-14
48837,3,6,-3
48854,4,5,-1
48874,0.5,1.5,-1
48879,3.5,4,-0.5
48894,20,23,-3
48904,3,0,3
48918,9,4,5
48932,0,1,-1
48961,8,0,8
48982,22,0,22
48993,0,1,-1
49010,1.01,2.01,-1
49069,31,35,-4
49074,13.01,17.01,-4
49086,2,0,2
49104,97,101,-4
49105,2,4,-2
49125,10,11,-1
49138,2,0,2
49144,2,0,2
49215,6,5,1
49352,2,3,-1
49360,18.01,22.01,-4
49411,1,2,-1
49452,0,1,-1
49499,3.01,4,-0.99
49504,10,11,-1
49550,3,12,-9
49551,3.02,6.02,-3
49568,1,0,1
49573,15,17,-2
49577,0,4,-4
49604,2,0,2
49643,12.02,13.02,-1
49650,0.34,1.34,-1
49657,7,11,-4
49667,18,21,-3
49687,2,0,2
49713,1.01,1.34,-0.33
49808,1,0,1
49817,10,11,-1
49835,1.34,3.67,-2.33
49837,6,7,-1
49841,19,20,-1
49869,2.34,0.34,2
49876,4,2,2
49984,70,88,-18
49997,1,2,-1
50079,4,5,-1
50087,5,8,-3
50094,7,1,6
50111,4,5,-1
50116,1,0,1
50120,8,9,-1
50156,7,8,-1
50170,9,0,9
50253,19,21,-2
50281,5,6,-1
50359,2,3,-1
50454,7,8,-1
50554,0,1,-1
50779,6.02,13.02,-7
50782,3,6,-3
50801,14.02,15.02,-1
50818,3,4,-1
50819,0,1,-1
50884,1,2,-1
50891,43,46,-3
50922,23,5,18
50923,10,3,7
51055,1,2,-1
51084,2,6,-4
51120,2,0,2
51130,7,3,4
51137,8.01,11.01,-3
51145,2,3,-1
51173,1,0,1
51398,1,0,1
51411,32.02,35.02,-3
51416,3,2,1
51444,2.33,3.33,-1
51450,204,226,-22
51463,0,1,-1
51821,3,4,-1
52370,1,2,-1
52451,219,222,-3
52458,4,2,2
52474,2,0,2
52476,1,0,1
52590,20,24,-4
52595,1,4,-3
52637,9.02,10.02,-1
52698,346,393,-47
52699,1,3,-2
52724,1,2,-1
52743,100,102,-2
52913,1,0,1
53096,5.01,2.01,3
53176,18.02,24.02,-6
53250,11,0,11
53344,3,4,-1
53376,3,1,2
53444,3,2,1
53532,7,8,-1
53608,0,1,-1
53651,9,10,-1
53766,5,6,-1
53769,1,3,-2
53828,29,31,-2
54025,1,0,1
54151,2,0,2
54294,2,1,1
54403,2,0,2
54457,1.02,7.02,-6
54501,3,6,-3
54525,9,10,-1
54590,4,5,-1
54684,0,1,-1
54773,4,6,-2
54807,3,0,3
55145,9,12,-3
55176,1,0,1
55187,12,3,9
55232,1.5,0.5,1
55391,4,1,3
55588,2,3,-1
55989,1,2,-1
56059,1,3,-2
56066,1,2,-1
56167,9,10,-1
56197,7900,8500,-600
56358,7,8,-1
56390,6,9,-3
56427,1,2,-1
56456,4.5,4,0.5
56508,5,3,2
56791,2.33,2.67,-0.34
56793,0,0.75,-0.75
56853,4,6,-2
58173,11,12,-1
58188,100,0,100
58552,10.34,11.34,-1
59118,2,0,2
59222,19,20,-1
59451,42.24,52.24,-10
59578,3,6,-3
59668,4,1,3
59722,0.5,1.5,-1
59755,2,0,2
59847,1,2,-1
59869,8.01,14.01,-6
60647,18,22,-4
60765,15,16,-1
60964,2,3,-1
61071,1,3,-2
61716,15.33,3.33,12
61727,1,2,-1
62686,23,25,-2
62738,7,8,-1
63225,1,0,1
63364,0,6,-6
63419,3,4,-1
63569,3,7,-4
63676,2,3,-1
63815,2,0,2
64299,3,1,2
64902,4,0,4
64921,0,1,-1
65017,1,0,1
65083,2,0,2
65131,2,0,2
65213,1,0,1
65430,29,35,-6
65638,6,8,-2
66011,1.01,2.01,-1
66039,4,0,4
66145,5,6,-1
66209,197.3,215.3,-18
66632,0,1,-1
66669,1,2,-1
66891,40,0,40
67011,151,152,-1
67080,22,23,-1
67107,2,0,2
67548,14,5,9
68292,2,3,-1
68333,1,3,-2
68872,1,2,-1
68876,1,2,-1
68959,3,5,-2
68998,1,0,1
69021,2,0,2
69322,6,7,-1
69323,2,0,2
70046,55,59,-4
72249,1050,1350,-300
72503,0,2,-2
73446,5.01,2.01,3
73544,4,3,1
73574,14,16,-2
73634,1,0,1
74386,1,0,1
74524,3.01,4.01,-1
74634,5,1,4
74834,3,2,1
74836,2,0,2
75063,1,0,1
76008,2,0,2
76108,32,0,32
76137,2,0,2
76152,1,0,1
76338,1.02,4.02,-3
77046,6,5,1
77079,2,1,1
77104,0,2,-2
77323,2,3,-1
77390,151,159,-8
77786,0,1,-1
78005,2,0,2
78080,4,0,4
78366,4.02,1.02,3
78368,8,9,-1
78381,0,1,-1
78728,4,0,4
79160,6,9,-3
79226,6,7,-1
89585,0,1,-1
89669,1,0,1
89822,1,0,1
90140,1,0,1
90168,3,0,3
90223,1,2,-1
90227,3,4,-1
90555,0,1,-1
90629,5,7,-2
90804,6.01,0.01,6
91032,0.01,2.01,-2
91075,7,8,-1
91118,0,3,-3
91144,0,1,-1
91299,7,8,-1
91515,3,0,3
91733,0,1,-1
91809,4,1,3
91810,8,2,6
91819,0,1,-1
91848,2,4,-2
91975,1,2,-1
91976,11.01,12.01,-1
92005,0,1,-1
92085,6,7,-1
92116,2,0,2
92142,5,6,-1
92212,0,1,-1
92220,25.02,1.02,24
92277,0,1,-1
92665,0,2,-2
92733,8,10,-2
92739,2,1,1
92761,5,14,-9
92803,6,4,2
92807,11.02,12.02,-1
92959,0,1,-1
93062,87.02,88.02,-1
93292,1,0,1
93617,1,0,1
93657,0,1,-1
93719,6,3,3
93748,3,5,-2
93855,0,1,-1
94023,4,2,2
94157,3,4,-1
94194,13.02,10.02,3
94278,44,45,-1
94326,0,1,-1
94488,6,0,6
94514,16.04,18.04,-2
94731,1,3,-2
94733,15,16,-1
94735,0,3,-3
94741,12,16,-4
94810,2.02,3.02,-1
95180,7,6,1
95368,15,17,-2
95410,2,3,-1
95499,2,1,1
95610,1,0,1
95618,1,2,-1
95679,2,0,2
95882,0,1,-1
96106,67,68,-1
96261,24.02,1.02,23
96288,25,30,-5
96297,4,0,4
96302,2,0,2
96326,22,0,22
96397,18,24,-6
96400,62,68,-6
96417,2,4,-2
96642,5,6,-1
96728,4,5,-1
96757,2,3,-1
96942,3,1,2
97003,22,24,-2
97094,20,21,-1
97115,1,2,-1
97118,0,1,-1
97142,2,1,1
97238,10,12,-2
97418,2.01,3.01,-1
97504,1,2,-1
97514,22.01,23.01,-1
97573,1,0,1
97652,6.02,0.02,6
97680,1,0,1
97701,0,1,-1
97779,5,6,-1
97807,1,0,1
97872,0,1,-1
97990,2,0,2
98001,5,6,-1
98039,2,3,-1
98090,40,53,-13
98110,6,0,6
98190,3,3.5,-0.5
98294,9,10,-1
98403,5,3,2
98416,58.02,59.02,-1
98477,4,5,-1
98515,3,1,2
98699,5,6,-1
98707,3,1,2
98714,6,0,6
98797,7,6,1
98827,2,1,1
98863,2,4,-2
99122,3,0,3
99166,1,0,1
99187,7,8,-1
99201,2,3,-1
99750,2,0,2
99835,0,2,-2
99855,2,0,2
99912,10,5,5
99917,6,7,-1
99944,1,0,1
99990,1,0,1
100021,2,0,2
100168,2,0,2
100203,2,0,2
100212,4,5,-1
100242,2,3,-1
100385,5,9,-4
100502,0,1,-1
100528,1,0,1
100584,7,1,6
100598,0,2.01,-2.01
100693,1,0,1
100742,547,586,-39
100746,10,17,-7
100767,1,3,-2
100812,15,17,-2
100824,1.01,2.01,-1
100892,22,29,-7
100907,51.02,45.02,6
100997,1,0,1
101014,36.8,0.8,36
101083,19,22,-3
101085,2.01,3.01,-1
101096,2,0,2
101210,2,1,1
101273,1,0,1
101308,20,25,-5
101361,3,6,-3
101431,1,0,1
101452,0,1,-1
101505,5,0,5
101507,13.01,14.01,-1
101568,2,0,2
101681,4,5,-1
101774,2,1,1
101801,2,3,-1
101910,13.01,12.01,1
102004,1,0,1
102026,12,4,8
102111,4,5,-1
102194,3,0,3
102259,2,1,1
102303,1,0,1
102421,1,2,-1
102436,1,0,1
102467,6,3,3
102533,2,0,2
102546,5.01,8.01,-3
102591,4,6,-2
102597,1,0,1
102626,0,1,-1
102639,2,0,2
102733,0,3,-3
102863,0,1,-1
102867,7.01,8.01,-1
102920,9,3,6
102934,5,6,-1
102946,5,2,3
102981,6,5,1
102998,5,0,5
102999,1,2,-1
103004,2.01,5.01,-3
103026,60,5,55
103247,0,5,-5
103250,5,1,4
103268,3,4,-1
103277,6,1,5
103295,12,0,12
103367,20,21,-1
103486,1,2,-1
103536,10,0,10
103720,1,0,1
103721,5,0,5
103798,21,22,-1
103847,0,1,-1
103915,3,0,3
103918,2,0,2
103998,7,5,2
104112,10,11,-1
104118,2.01,4.01,-2
104144,0,3,-3
104202,6,3,3
104216,5,6,-1
104231,0,1,-1
104242,1,0,1
104257,1,2,-1
104268,1,2,-1
104293,1,0,1
104300,19,21,-2
104315,4,5,-1
104394,0,1,-1
104431,2,3,-1
104528,4,0,4
104573,6,7,-1
104601,0,1,-1
104627,15,7,8
104652,3,4,-1
104661,6,0,6
104666,15.01,17.01,-2
104757,1,0,1
104758,0,1,-1
104759,0,1,-1
104768,12,13,-1
104776,0,1,-1
104777,1,0,1
104798,10.01,11.01,-1
104799,0,1,-1
104957,2,1,1
104977,2,0,2
104995,3,6,-3
105017,8,9,-1
105019,9,10,-1
105030,6,8,-2
105109,2,3,-1
105127,0,1,-1
105154,1,2,-1
105161,8,0,8
105326,0,1,-1
105363,0,1,-1
105430,0,30,-30
105432,3,2,1
105518,0,1,-1
105528,3,4,-1
105550,0,3,-3
105583,18,17,1
105591,0,3,-3
105599,0,1,-1
105611,38,46,-8
105618,4,0,4
105650,18,12,6
105657,2,1,1
105662,2,1,1
105757,0,3,-3
105990,3,4,-1
106131,21,15,6
106166,29,1,28
106199,0,3,-3
106272,3,0,3
106449,8,14,-6
106478,1,2,-1
106611,0,1,-1
106694,1.01,1.34,-0.33
106697,7.01,8.01,-1
106808,4,2,2
106859,3,4,-1
106887,6.01,0.01,6
106901,2,0,2
106930,0,3,-3
106963,61,62,-1
107059,2,0,2
107124,6,9,-3
107132,3,1,2
107145,26,27,-1
107195,42,0,42
107224,3.02,4.02,-1
107239,69,9,60
107370,8,10,-2
107415,3,0,3
107418,13.02,15.02,-2
107440,9.02,12.02,-3
107462,33.92,37.92,-4
107484,30,0,30
107558,0,1,-1
107769,5,6,-1
107771,7.04,8.04,-1
107869,76,80,-4
107881,2,3,-1
107900,2.01,5.01,-3
107909,9,7,2
107977,17,20,-3
107986,1,0,1
108006,0.67,1,-0.33
108011,0,1,-1
108030,0,2,-2
108034,0,1,-1
108035,12.02,16.02,-4
108053,13,14,-1
108140,2,5,-3
108223,3,1,2
108318,13.02,10.02,3
108334,3,4,-1
108378,3,0,3
108389,69,70,-1
108414,4.01,1.01,3
108426,6,2,4
108429,3.5,4.5,-1
108588,30,2,28
108626,3,1,2
108715,0,1,-1
108781,1,0,1
108830,3,2,1
108844,10,11,-1
108962,2,1,1
109050,21,7,14
109051,2,3,-1
109094,72,76,-4
109202,3,6,-3
109353,0,2,-2
109368,5.01,6.01,-1
109375,0,1,-1
109410,3,6,-3
109576,0,1,-1
109629,4,3,1
109685,1,2,-1
109704,4,1,3
109815,1,0,1
109828,2,0,2
109843,7,8,-1
109867,0,1,-1
109909,3,1,2
109924,16.02,13.02,3
109926,78,77,1
109937,6.01,0.01,6
110012,3.02,4.02,-1
110031,3,6,-3
110047,2,1,1
110068,0.01,2.01,-2
110070,2,1,1
110175,6,0,6
110184,1,0,1
110226,3,1,2
110277,2,1,1
110282,21,23,-2
110290,11,12,-1
110304,17,19,-2
110407,5,6,-1
110418,0,1,-1
110524,4.02,7.02,-3
110525,2,3,-1
110553,6,7,-1
110587,12,4,8
110612,5,8,-3
110620,1,4.02,-3.02
110712,3,0,3
110724,3,1,2
110744,4,5,-1
110838,3,0,3
110869,26.01,29.01,-3
110878,89,91,-2
110955,10,0,10
110969,1,0,1
110973,7.02,4.02,3
111037,4,5,-1
111097,1,0,1
111175,159,209,-50
111195,5,0,5
111236,2,4,-2
111247,1,2,-1
111250,0,1,-1
111356,0,1,-1
111373,1,0,1
111457,94.02,91.02,3
111484,7.04,2.04,5
111505,439.92,434.92,5
111511,4,0,4
111592,51.96,54.96,-3
111607,0,1,-1
111609,3,0,3
111638,4.02,1.02,3
111680,2,0,2
111776,0,1,-1
111851,13,14,-1
111897,4,1,3
111931,25,40,-15
111945,0,2,-2
112010,79,76,3
112035,1,0,1
112059,1,0,1
112289,0,3,-3
112297,3,0,3
112339,0,3,-3
112423,1,0,1
112443,0,1,-1
112499,6,0,6
112530,1,2,-1
112534,45.01,58.01,-13
112575,12,9,3
112626,10,11,-1
112635,6,7,-1
112674,2,3,-1
112701,13,16,-3
112714,6,9,-3
112832,1,0,1
112896,13,0,13
112902,3,5,-2
112921,3,0,3
112922,3,0,3
112935,77.01,32.01,45
113010,9,10,-1
113037,0,1,-1
113043,2,0,2
113049,1,0,1
113052,5.01,0.01,5
113058,3,1,2
113060,3,1,2
113118,2,0,2
113227,1,0,1
113247,8,0,8
113386,2,1,1
113505,2,3,-1
113591,9,10,-1
113619,21,25,-4
113715,0,1,-1
113728,40,0,40
113743,2,0,2
113782,2,3,-1
113788,2.12,2.31,-0.19
113826,4.02,7.02,-3
113851,3,6,-3
113950,2,3,-1
113995,24,27,-3
114030,1,0,1
114106,1,0,1
114144,5,3,2
114169,7,8,-1
114186,1,0,1
114191,1,0,1
114201,35,31,4
114215,8,9,-1
114275,8,2,6
114352,3,4,-1
114368,3,6,-3
114385,1,2,-1
114393,1,0,1
114511,6,0,6
114530,1,2,-1
114536,1,0,1
114574,18,12,6
114612,9,0,9
114613,2,0,2
114631,0,3,-3
114641,1,0,1
114686,4,6,-2
114694,24,0,24
114734,1,2,-1
114830,0,1,-1
114937,10,11,-1
114984,0,1,-1
114996,17,18,-1
115002,3,0,3
115003,2,0,2
115030,20,22,-2
115033,5.01,3,2.01
115079,1,3,-2
115087,3,4,-1
115100,3,0,3
115139,41,24,17
115142,1,0,1
115208,7,9,-2
115212,3.01,1.01,2
115217,12,13,-1
115221,16,18,-2
115245,0,1,-1
115255,1,2,-1
115257,31.01,34.01,-3
115339,9,3,6
115518,2,0,2
115554,4,0,4
115570,8.01,9.01,-1
115599,40.02,35.02,5
115644,0,1,-1
115647,1,0,1
115658,19,1,18
115669,70.02,52.02,18
115751,61,49,12
115871,3,7,-4
115885,1,2,-1
115911,4.02,1.02,3
115916,1,3,-2
115917,1,2,-1
115926,12,0,12
115961,1,0,1
115968,163,183,-20
115976,0,3,-3
115987,19,22,-3
115992,2,3,-1
116051,13,16,-3
116067,3,5,-2
116090,1,0,1
116101,4242.58,4261.58,-19
116204,1,2,-1
116305,4,0,4
116352,4,5,-1
116385,1,0,1
116421,0,1,-1
116423,0,1,-1
116457,0,1,-1
116517,2,0,2
116519,16,0,16
116542,3,0,3
116567,3.02,4.02,-1
116568,1,0,1
116624,6,4,2
116643,0,1,-1
116653,1,0,1
116679,2,0,2
116739,2,3,-1
116873,1,0,1
116905,3,0,3
116916,2,0,2
116931,0,2,-2
116981,1,0,1
117076,1,0,1
117221,0,1,-1
117228,2,0,2
117236,38,10,28
117380,2,0,2
117449,13,3,10
117451,24.8,29.8,-5
117495,4,3,1
117496,4,3,1
117497,3,2,1
117540,8,0,8
117554,35,0,35
117570,18,2,16
117598,0,1,-1
117678,12,0,12
117709,24.01,0.01,24
118043,4,0,4
118069,18,21,-3
118089,1,0,1
118179,5,6,-1
