itm_id,branch_stock_from_branch,branch_stock_from_main,diff
18363,31,39,-8
18369,12,13,-1
18381,3,5,-2
18390,19,28,-9
18407,28,25,3
18408,3,5,-2
18425,64,67,-3
18430,79,85,-6
18450,29,34,-5
18463,29,30,-1
18487,29,33,-4
18549,70.04,77.04,-7
18561,314.02,349.02,-35
18566,15,18,-3
18573,49.01,52.01,-3
18581,19.95,33.95,-14
18584,20,21,-1
18616,41,42,-1
18625,52.4,53.6,-1.2
18641,12,17,-5
18643,13,18,-5
18671,1,2,-1
18674,45,19,26
18724,0,24,-24
18748,29,32,-3
18762,9,6,3
18795,57,69,-12
18823,35,30,5
18895,54.02,45.02,9
18911,41,25,16
18936,27,30.5,-3.5
18941,11.01,12.01,-1
18944,51,55,-4
18963,42,44,-2
18974,30,32,-2
18983,30,29,1
18985,69.02,76.02,-7
18992,33,35,-2
19009,5,7,-2
19010,36,48,-12
19014,0,11,-11
19015,99,119,-20
19038,22,23,-1
19047,57,60,-3
19048,57,61,-4
19069,18,22,-4
19070,22,26,-4
19101,7,8,-1
19149,14.67,17.67,-3
19164,22,14,8
19174,17,16,1
19200,76,81,-5
19250,46,50,-4
19258,12,16,-4
19339,4,5,-1
19341,9,7,2
19369,4,5,-1
19398,10,7,3
19413,12,15,-3
19414,38,40,-2
19444,9,6,3
19447,40,30,10
19462,33,45,-12
19527,181,183,-2
19578,44,40,4
19634,10,54,-44
19683,41,50,-9
19699,96,118,-22
19716,25,30,-5
19831,11,23,-12
19860,25,4,21
19878,30,31,-1
19954,15,10,5
20115,60,71,-11
20149,25,24,1
20171,95,103,-8
20202,68,73,-5
20249,7,8,-1
20348,34,39,-5
20362,11,13,-2
20396,79,91,-12
20408,30,36,-6
20458,20,8,12
20506,5,3,2
20555,8,9,-1
20625,15,20,-5
20665,77.01,78.01,-1
20762,167,273,-106
20771,20,23,-3
20875,33,41,-8
20923,13,14,-1
21004,1,3,-2
21058,28,37,-9
21192,19,22,-3
21246,15,16,-1
21247,74,60,14
21252,23,25,-2
21259,9.5,11.5,-2
21278,29,30,-1
21284,66,68,-2
21304,154,112,42
21347,14,24,-10
21348,36,40,-4
21363,40,15,25
21380,12,13,-1
21407,11,8,3
21412,80.1,90.5,-10.4
21419,14.5,13.5,1
21441,21,22,-1
21474,70,30,40
21542,35.01,20.01,15
21561,26,29,-3
21579,18,21,-3
21604,38,52,-14
21621,25,27,-2
21672,18,23,-5
21685,26,33,-7
21744,10,11,-1
21745,11,10,1
21757,14,16,-2
21763,279,288,-9
21774,300,264,36
21829,10,7,3
21840,10,12,-2
21844,127,141,-14
21867,42,31,11
21884,29,23,6
21913,39,34,5
21948,40,41,-1
22019,81,14,67
22022,38,39,-1
22024,102.98,107.98,-5
22058,96,88,8
22090,30,31,-1
22157,89,108,-19
22325,32,12,20
22326,3,4,-1
22337,29,35,-6
22359,34,36,-2
22367,302.96,324.96,-22
22369,80,4,76
22370,5,6,-1
22373,11,9,2
22490,45,51,-6
22491,20,22,-2
22493,23,24,-1
22547,3,2,1
22592,40,32,8
22657,84,59,25
22708,57,45,12
22711,2,3,-1
22785,18,14,4
22802,8,11,-3
22836,13,8,5
22840,1,3,-2
22843,9,11,-2
22848,52,22,30
22856,30.01,39.01,-9
22880,7,9,-2
23001,24,15,9
23007,7,13,-6
23033,72,75,-3
23039,17,19,-2
23042,10,7,3
23124,2,3,-1
23126,15,7,8
23132,124,147,-23
23141,96,103,-7
23184,34,29,5
23216,47,50,-3
23266,120,98,22
23272,0.01,11.01,-11
23283,10.04,13.04,-3
23288,3,6,-3
23300,20.02,11.02,9
23314,19,25,-6
23323,10,0,10
23335,38,41,-3
23412,2,0,2
23474,50,51,-1
23579,0,10,-10
23596,5,15,-10
23599,35,36,-1
23934,12,9,3
23977,0.02,11.02,-11
24074,1,0,1
24219,18,22,-4
24276,1,2,-1
24337,10,14,-4
24355,23,24,-1
24533,14,7,7
24642,283.04,330.04,-47
24717,72,98,-26
24994,183,204,-21
25030,41,45,-4
25067,134,137,-3
25199,516,564,-48
25252,2,3,-1
25560,9,4,5
25887,5,13,-8
25912,190,188,2
25985,78,88,-10
26275,6,8,-2
26400,28,29,-1
26438,166,170,-4
26470,12,5,7
26471,13,15,-2
26473,14,16,-2
26476,20,22,-2
26488,27,15,12
26497,11,13,-2
26524,160,167,-7
26526,19,22,-3
26527,41,44,-3
26561,172,200,-28
26572,212,221,-9
26590,10,7,3
26603,18,14,4
26614,14,15,-1
26676,3,6,-3
26690,35,42,-7
26693,20,16,4
26751,24,15,9
26752,1,2,-1
26772,53,44,9
26841,24,21,3
26843,6,8,-2
26870,36,38,-2
26884,50,70,-20
26962,217,152,65
27163,60,63,-3
27169,720,750,-30
27191,77,62,15
27246,14,16,-2
27249,42,46.5,-4.5
27273,7,9,-2
27275,13,14,-1
27339,6,7,-1
27372,50.51,69.51,-19
27484,32,34,-2
27539,112,132,-20
27581,119.02,101.02,18
27647,8,12,-4
27659,0,4,-4
27692,18,19,-1
27753,35,38,-3
27937,34,36,-2
28066,21,9,12
28080,133,148,-15
28081,42,44,-2
28082,75,88,-13
28084,8,9,-1
28194,18,20,-2
28202,0,4,-4
28215,234.6,289.6,-55
28252,24,0,24
28270,230.03,187.02,43.01
28283,126,54,72
28477,16,12,4
28478,18,28,-10
28576,6,8,-2
28579,42.01,27.01,15
28582,7,8,-1
28683,9,30,-21
28685,21,28,-7
28701,46,54,-8
28703,8,9,-1
28714,46.02,37.02,9
28721,51,76,-25
28729,72,35,37
28739,2,4,-2
28784,100,118,-18
28921,28,13,15
28940,9,10,-1
28949,46,53,-7
29006,2,0,2
29008,32,33,-1
29071,34.01,36.01,-2
29095,36,42,-6
29156,30,27,3
29158,33,36,-3
29160,11,13,-2
29169,13,11,2
29182,29,32,-3
29208,13,3,10
29246,355,383,-28
29252,36,41,-5
29308,14,48,-34
29319,12,15,-3
29410,3,0,3
29411,23,18,5
29552,4,0,4
29837,1,2,-1
29928,2,4,-2
30013,14.02,24.02,-10
30067,46,49,-3
30089,39,41,-2
30095,15,16,-1
30156,2,5,-3
30178,79,88,-9
30188,3,6,-3
30350,115,118,-3
30439,40,44,-4
30466,36,43,-7
30488,26,30,-4
30513,14,15,-1
30517,4,5,-1
30538,13.02,16.02,-3
30735,129,162,-33
30786,261.04,293.04,-32
30805,45.02,55.02,-10
30851,83,94,-11
30873,5,0,5
30960,40,47,-7
30981,68.01,17.01,51
30985,83.02,99.02,-16
31072,35,39,-4
31257,19.01,20.01,-1
31470,127,144,-17
31512,4,0,4
31520,54,34,20
31679,36,39,-3
31714,5,9,-4
31744,6,7,-1
31877,17,5,12
31925,1045,1104,-59
31977,28,30,-2
32040,48,51,-3
32090,14,15,-1
32111,17,12,5
32136,61,69,-8
32158,36,29,7
32169,34,36,-2
32367,9,10,-1
32442,0,1,-1
32482,0,1,-1
32565,7,9,-2
32604,4,5,-1
32644,11,12,-1
32797,55,56,-1
32834,7,6,1
32994,25.01,26.01,-1
33004,12,48,-36
33062,26,30,-4
33156,19,20,-1
33245,9,12,-3
33318,60.45,65.45,-5
33598,15,8,7
33673,26,27,-1
33692,38,45,-7
33715,26759,4267,22492
33968,3,4,-1
34011,5,9,-4
34086,15,17,-2
34104,10,12,-2
34118,28,30,-2
34123,3,4,-1
34145,25,23,2
34164,19,9,10
34165,2,0,2
34328,68.04,76.04,-8
34740,162,183,-21
34884,2,3,-1
35026,9,4,5
35064,1,4,-3
35124,44,51,-7
35235,250.02,264.02,-14
35409,38,40,-2
35448,219,228,-9
35790,29,31,-2
35841,108,114,-6
35993,2,3,-1
36034,9,11,-2
36052,1788,343,1445
36340,5,6,-1
36426,30,13,17
36439,39.02,41.02,-2
36476,2,3,-1
36561,44,48,-4
36575,74,89,-15
36587,3,8,-5
36647,3.67,6.17,-2.5
36698,4,19,-15
36857,54,57,-3
36944,94,97,-3
37025,0,1,-1
37092,12.5,14.5,-2
37108,12,16,-4
37120,69.01,10.01,59
37142,4,6,-2
37243,6,7,-1
37317,6,8,-2
37352,22,12,10
37403,449.04,502.04,-53
37423,78,80,-2
37464,21,24,-3
37493,132,108,24
37496,363,368,-5
37504,50,55,-5
37514,4,2,2
37789,10,12,-2
37984,19,20,-1
38110,113,117,-4
38415,24,17,7
38808,9,11,-2
39137,9,21,-12
39182,26,30,-4
39577,30,33,-3
39581,360,393,-33
39739,29,30,-1
39764,1,2,-1
39814,12,14,-2
39834,28,30,-2
39921,63,50,13
39974,93.02,66.02,27
39985,13,15,-2
39986,40,55,-15
39996,2,3,-1
39998,36,38,-2
40010,12,14,-2
40038,21,13,8
40043,6,0,6
40048,20,23,-3
40055,17,15,2
40058,10,11,-1
40059,41,43,-2
40061,61,65,-4
40067,19,26,-7
40071,25,27,-2
40151,0,1,-1
40163,45,0,45
40338,4,3,1
40398,2,3,-1
40494,28,25.5,2.5
40547,4,9,-5
40548,38,51,-13
40572,16,10,6
40591,33,35,-2
40644,11,16,-5
40925,0,1,-1
41034,11,13,-2
41279,86,49,37
41412,17,21,-4
41474,11,1,10
41787,9,10,-1
43382,3,9,-6
43753,34,37,-3
43878,19,13,6
44159,5,21,-16
44176,3,1,2
44177,70,20,50
44364,84.99,81.99,3
44404,0,1,-1
44459,9.01,10.01,-1
44573,50,52,-2
44819,4,6,-2
44857,37,41,-4
44906,26,19,7
45039,23,24,-1
45220,9,10,-1
45356,10,11,-1
45383,57,59,-2
45413,8,14,-6
45425,15,11,4
45437,32,26,6
45465,6,7,-1
45498,6,7,-1
45584,18,22,-4
45909,3,5,-2
45912,11,12,-1
46104,20,21,-1
46285,8,14,-6
46295,2,6,-4
46303,70,77,-7
46316,12,8,4
46320,35.01,29.01,6
46339,20,21,-1
46367,12,13,-1
46382,4,5,-1
46395,38,39,-1
46402,5,7,-2
46414,27,30,-3
46418,4,6,-2
46428,7,8,-1
46432,12,13,-1
46442,19,23,-4
46443,4,0,4
46465,13,3,10
46487,6,7,-1
46507,5,6,-1
46522,20,22,-2
46526,1,2,-1
46534,19,26,-7
46535,29,23,6
46552,19,7,12
46589,15,16,-1
46598,20,16,4
46604,68.02,74.02,-6
46607,7,8,-1
46644,8,5,3
46667,27,31,-4
46723,26,31,-5
46735,24,26,-2
46741,25,33,-8
46753,244,63,181
46758,0,2,-2
46788,19,24,-5
46844,43,30,13
46848,0,1,-1
46850,37,44,-7
46854,11,1,10
46857,3,4,-1
46872,49,55,-6
46883,20,23,-3
46886,3,0,3
46903,6,4,2
46904,46.26,41.6,4.66
46912,35,69,-34
46931,5,2,3
46952,23,31,-8
46973,1,3,-2
46980,9,12,-3
46992,6,3,3
46999,12,14,-2
47007,2,3,-1
47089,45.89,47.89,-2
47094,32,35,-3
47101,34,12,22
47137,43,59,-16
47143,26,28,-2
47185,27.5,35,-7.5
47199,6,7,-1
47253,12,14,-2
47262,4.04,14.04,-10
47268,15,20,-5
47272,5,3,2
47292,90,11,79
47334,4,5,-1
47335,6.5,4.5,2
47360,57,46,11
47361,14,17,-3
47363,18,19,-1
47476,78,98,-20
47496,22,15,7
47513,16,18,-2
47514,69,73,-4
47515,10.63,6.97,3.66
47526,90,100,-10
47533,8,10,-2
47553,30,15,15
47555,40.98,32.98,8
47557,18,22,-4
47567,10,12,-2
47570,44,45,-1
47572,6.34,7.34,-1
47573,129.01,132.01,-3
47574,79.02,92.02,-13
47576,0,2,-2
47580,44.02,48.02,-4
47595,195.02,229.02,-34
47623,116,161,-45
47627,25.01,19.01,6
47632,14,15,-1
47637,39,34,5
47678,28,25,3
47687,2,6,-4
47692,78.01,81.01,-3
47694,3,5,-2
47719,9.01,13.01,-4
47723,109,95,14
47724,102,108,-6
47770,9,8,1
47781,16,10,6
47784,4,7,-3
47797,20,22,-2
47803,76,85,-9
47807,47,41,6
47809,15,16,-1
47811,34,35,-1
47852,23.94,27,-3.06
47857,58,71,-13
47896,6,8,-2
47903,65,68,-3
47904,92.01,93.01,-1
47905,28.01,31.01,-3
47926,6.5,5.5,1
47931,55,61,-6
47936,125.01,141.01,-16
47937,5,7,-2
47943,48,50,-2
47944,48,50,-2
47945,43,47,-4
47968,6,18,-12
48017,16,17,-1
48032,6,7,-1
48033,19,16,3
48041,148,156,-8
48068,10,11,-1
48069,2,3,-1
48079,10,4,6
48081,58,74,-16
48082,33,64,-31
48106,6,8,-2
48119,25,26,-1
48121,132,155,-23
48132,45,49,-4
48185,16,17,-1
48196,10.01,13.01,-3
48198,46,47,-1
48201,19,26,-7
48207,11,8,3
48208,5,6,-1
48237,16,18,-2
48241,15.02,16.02,-1
48253,29.5,26.5,3
48255,9,11,-2
48256,4.5,5.5,-1
48263,62,52,10
48267,47.01,51.01,-4
48287,39,35,4
48295,15.02,18.02,-3
48296,167,81,86
48297,47.02,38.02,9
48301,54.97,60.98,-6.01
48302,4,5,-1
48316,17,20,-3
48331,22,24,-2
48334,115.01,134.01,-19
48343,2,3,-1
48355,20,23,-3
48358,6,8,-2
48361,48,30,18
48371,15,22,-7
48374,46.34,49,-2.66
48375,76,85,-9
48396,101,120,-19
48399,15,17,-2
48402,26,27,-1
48406,32.02,20.02,12
48408,7,8,-1
48411,25,21,4
48426,41.01,42.01,-1
48442,24.01,27.01,-3
48458,20.01,23.01,-3
48460,53,54,-1
48461,49.02,44.02,5
48469,17,21,-4
48474,8,3,5
48487,63.02,66.02,-3
48492,66,72,-6
48499,1,3,-2
48509,57,73,-16
48514,500,580,-80
48522,33,13,20
48525,130,157,-27
48526,59,68,-9
48533,9,7,2
48534,52,44,8
48536,9,10,-1
48539,44,48,-4
48542,46,40,6
48543,57.02,61.02,-4
48556,25.01,28.01,-3
48588,8,12,-4
48604,41,45,-4
48610,34,26,8
48611,19,25,-6
48616,21,31,-10
48629,16,20,-4
48638,19.03,27.03,-8
48639,2,0,2
48642,112,66,46
48650,22,26,-4
48651,30,10,20
48653,1.34,1.67,-0.33
48656,20,23,-3
48661,45,52,-7
48666,232.02,202.02,30
48668,9,15,-6
48671,32,38,-6
48680,39.02,49.02,-10
48690,19.02,22.02,-3
48700,50,52,-2
48701,15,12,3
48719,3,0,3
48724,26,29,-3
48729,4,5,-1
48737,36,43,-7
48739,285.02,288.02,-3
48745,66.92,172.92,-106
48749,14,8,6
48751,36.01,28.01,8
48760,107.02,118.02,-11
48763,33,39,-6
48765,30,33,-3
48772,21,16,5
48773,37,38,-1
48775,0,1,-1
48783,56,62,-6
48789,17.02,18.02,-1
48790,14,16,-2
48803,9,6,3
48805,34,35,-1
48806,17,23,-6
48807,11,8,3
48815,1,0,1
48817,27,14,13
48824,2,3,-1
48825,232.01,274.01,-42
48840,9,10,-1
48841,15,17,-2
48848,14,16,-2
48854,14,15,-1
48861,29,32,-3
48869,7,8,-1
48872,28,30,-2
48874,35,30.5,4.5
48878,21.35,16.68,4.67
48879,16,12,4
48886,4.69,6.69,-2
48887,2.01,3.01,-1
48894,104,126,-22
48900,0.02,3.02,-3
48910,34,35,-1
48918,27,31,-4
48926,23.02,17.02,6
48932,12,9,3
48933,3,4,-1
48943,7,8,-1
48948,5,6,-1
48951,25,26,-1
48955,6,7,-1
48960,80,82,-2
48964,65.02,68.02,-3
48967,350,352,-2
48979,42,18,24
48982,8,9,-1
49009,53,54,-1
49015,9,38,-29
49016,33,21,12
49018,22,24,-2
49031,12,6,6
49035,13.01,12.01,1
49038,28,30,-2
49054,27.02,31.02,-4
49060,18.02,21.02,-3
49062,4,7,-3
49069,169.98,176.98,-7
49074,70.01,74.01,-4
49085,1,3,-2
49086,18,20,-2
49093,4,6,-2
49100,15,16,-1
49104,23,46,-23
49105,16,20,-4
49110,18,21,-3
49117,2,8,-6
49125,43,49,-6
49127,38,36,2
49141,15,16,-1
49144,17,23,-6
49148,1,2,-1
49153,5.67,4.67,1
49180,99.01,88.01,11
49189,26,28,-2
49209,61.02,66.02,-5
49215,71,75,-4
49217,50,60,-10
49221,4,6,-2
49222,5,6,-1
49243,9,7,2
49251,38.66,40.66,-2
49252,36,0,36
49260,30.2,29.6,0.6
49261,26,32,-6
49272,104,107,-3
49296,46.01,49.01,-3
49300,24.01,21.01,3
49301,10,11,-1
49348,62.01,66.01,-4
49352,51.58,55.58,-4
49357,115.02,127.02,-12
49360,354.99,69.99,285
49368,167.98,180.98,-13
49372,7,9,-2
49374,4,5,-1
49376,7.33,4.33,3
49377,8,14,-6
49383,3,4,-1
49411,19.5,20.5,-1
49489,7,8,-1
49504,24,25,-1
49519,9,10,-1
49538,4,3,1
49546,4,5,-1
49551,22.02,10.02,12
49560,22,17,5
49562,5.99,8.99,-3
49568,29,0,29
49569,36,38,-2
49573,38,45,-7
49577,50,25,25
49581,34,35,-1
49587,75,80,-5
49604,6.98,7.32,-0.34
49609,7,9,-2
49632,4,6,-2
49633,9.5,10.5,-1
49643,51.02,82.02,-31
49646,12,14,-2
49650,27,31,-4
49657,63.04,45.04,18
49671,9.5,10.5,-1
49678,7,3,4
49690,10,12,-2
49713,11.33,11.66,-0.33
49714,5,4,1
49728,4.37,4.7,-0.33
49736,15,13,2
49748,20,16,4
49776,5,3,2
49797,9.67,7.67,2
49798,44,29,15
49817,75,82,-7
49824,27,30,-3
49826,7,4,3
49834,2,3,-1
49837,39,44,-5
49838,2.17,6.67,-4.5
49855,5,2,3
49859,16,11,5
49871,15,18,-3
49876,12,9,3
49879,24,25,-1
49911,8,4,4
49924,9,4,5
49955,48.06,49.06,-1
49963,85.02,90.02,-5
49997,20,15,5
50006,11,9,2
50007,7,11,-4
50010,30,36,-6
50040,11,8,3
50046,56,57,-1
50053,4,3,1
50067,10,12,-2
50072,21,19,2
50079,6,3,3
50081,16.01,17.01,-1
50087,132.01,75.01,57
50090,40.01,55.01,-15
50100,47.01,49.01,-2
50106,8,9,-1
50111,21,22,-1
50114,0,1,-1
50116,1,2,-1
50119,2,3,-1
50120,16.01,24.01,-8
50128,19,22,-3
50136,24,27,-3
50137,16.01,19.01,-3
50143,81.01,55.01,26
50156,23,25,-2
50162,4.35,5.35,-1
50163,42,24,18
50170,72,25,47
50173,28,20,8
50192,31,32,-1
50194,32,37,-5
50200,24,18,6
50206,1,6,-5
50216,18,19,-1
50221,24,55,-31
50233,55.02,56.02,-1
50238,8,10,-2
50241,34.01,19.01,15
50243,20.02,11.02,9
50253,27,24,3
50267,28,23,5
50273,8,9,-1
50281,42.01,33.01,9
50299,59,10,49
50347,3,4,-1
50361,0,1,-1
50395,18,21,-3
50401,1,2,-1
50454,27,28,-1
50462,8,12,-4
50777,21,17,4
50778,23,29,-6
50779,101.04,102.04,-1
50782,23,14,9
50783,17,20,-3
50791,3,4,-1
50801,78,87,-9
50804,10.5,12,-1.5
50806,6,9,-3
50807,1.75,2.75,-1
50818,67,54,13
50820,5,4,1
50837,5,6,-1
50891,44,60,-16
50917,1,2,-1
50923,3,6,-3
50939,29,30,-1
50958,49,55,-6
50960,22,14,8
50963,6,4,2
50988,4,5,-1
51005,43.02,49.02,-6
51010,6,5,1
51012,0,2,-2
51016,28,19,9
51021,34,37,-3
51022,20,15,5
51027,11,12,-1
51028,14,12,2
51051,47,38,9
51052,8,11,-3
51055,6,5,1
51056,12,14,-2
51059,11,9,2
51073,26,27,-1
51081,10,12,-2
51084,10,0,10
51086,10,15,-5
51103,10,14,-4
51120,14.01,11.01,3
51130,38,18,20
51135,22,24,-2
51137,11,18,-7
51145,34,11,23
51166,6,7,-1
51176,12,7,5
51196,4,5,-1
51224,38,28,10
51273,8,6,2
51281,12,6,6
51283,36,47,-11
51286,89,32,57
51295,26,16,10
51435,0,2,-2
51444,9.67,10,-0.33
51450,913,1171,-258
51525,48,53,-5
51535,4,1,3
51557,43.01,56.01,-13
51565,28,30,-2
51569,96,108,-12
51719,23,24,-1
51728,69,72,-3
51743,2,3,-1
51744,8,9,-1
51745,15,16,-1
51747,9,10,-1
51750,2,4,-2
51753,1,3,-2
51757,14,12,2
51766,5,6,-1
51781,60.98,75.98,-15
51821,47,43,4
51957,4,6,-2
51959,4,6,-2
51960,54,60,-6
51964,7,8,-1
52010,5,6,-1
52031,58,75,-17
52374,12,0,12
52392,0,2,-2
52418,37,45,-8
52451,93,80,13
52472,5,6,-1
52473,21,22,-1
52474,11,10,1
52476,10,11,-1
52478,8,9,-1
52480,4.02,7.02,-3
52557,31,32,-1
52571,43.01,46.01,-3
52589,163,66,97
52590,192,218,-26
52591,67,64,3
52592,55,56,-1
52597,3,4,-1
52634,16,17,-1
52646,63,87,-24
52698,261,289,-28
52699,24,44,-20
52700,21,24,-3
52715,18,20,-2
52724,9,10,-1
52739,12,13,-1
52740,19,11,8
52743,45,48,-3
52776,1700,500,1200
52791,2,4,-2
52823,29,30,-1
52841,15,17,-2
52886,28,7,21
52908,3,4,-1
52909,20,21,-1
52910,50,53,-3
52913,2,4,-2
52975,6,7,-1
53086,69.02,27.02,42
53096,35,23,12
53108,27.04,36.04,-9
53142,7,8,-1
53176,116.01,137.01,-21
53192,11,12,-1
53199,1,2,-1
53202,13,15,-2
53237,34.02,25.02,9
53240,12,13,-1
53322,11,9,2
53343,2,0,2
53356,2,3,-1
53388,14,12,2
53414,2,3,-1
53436,10,13,-3
53467,2,3,-1
53496,49,13,36
53497,30,11,19
53505,5,2,3
53532,77,29,48
53543,4,1,3
53579,4,5,-1
53585,10,11,-1
53608,1,0,1
53612,28.02,26.02,2
53637,4,1,3
53638,701,407,294
53641,149,164,-15
53661,28,34,-6
53662,74.6,76,-1.4
53742,46,7,39
53763,12,11,1
53766,39,40,-1
53769,30,31,-1
53818,20.01,21.01,-1
53825,16,13,3
53828,64,70,-6
53830,9,13,-4
53831,27,22,5
53921,33,11,22
53926,2.02,5.02,-3
53962,2,0,2
54023,13,16,-3
54024,9,8,1
54039,1,2,-1
54063,6,0,6
54090,18,12,6
54161,6,1,5
54313,2,0,2
54323,123,29,94
54328,6,7,-1
54368,43,20,23
54384,8,14,-6
54385,8,9,-1
54393,1,2,-1
54403,6,5,1
54457,62.03,50.03,12
54501,31,48,-17
54570,9,10,-1
54584,9,0,9
54590,58,65,-7
54647,9,7,2
54684,12,15,-3
54695,53.8,55.8,-2
54701,23,27,-4
54724,3,1,2
54762,14,13,1
54819,31,2,29
54866,1,3,-2
54934,2,0,2
54941,32.01,35.01,-3
54950,21,12,9
54994,8.01,14.01,-6
55014,7,5,2
55018,44.02,38.02,6
55061,23.9,25.9,-2
55067,2,0,2
55105,23,21,2
55118,14,17,-3
55121,24,16,8
55145,12,14,-2
55185,19.01,13.01,6
55209,1,2,-1
55218,4,6,-2
55220,2,3,-1
55232,22.01,26.01,-4
55233,320,335,-15
55246,22,9,13
55295,12,13,-1
55309,3,1,2
55313,19,15,4
55315,6,4,2
55378,0,1,-1
55391,16,17,-1
55481,7,5,2
55489,98,103,-5
55542,0.01,2.01,-2
55552,4,3,1
55588,20,22,-2
55606,346,141,205
55612,92,32,60
55654,3,4,-1
55662,11.5,13.5,-2
55683,1,4,-3
55761,4,5,-1
55792,29.01,14.01,15
55844,4,7,-3
55911,3,2,1
