itm_id,branch_stock_from_branch,branch_stock_from_main,diff
50891,10,13,-3
50896,1,3,-2
50941,9,3,6
50958,0,5,-5
50961,11,14,-3
50983,3,5,-2
51021,0,2,-2
51022,0,1,-1
51028,4,2,2
51055,1,3,-2
51066,0,3,-3
51130,12,4,8
51137,5,0,5
51176,5,3,2
51205,1,0,1
51223,2,0,2
51224,4,0,4
51268,1,4,-3
51281,1,3,-2
51286,5,6,-1
51301,0,2,-2
51405,16,12,4
51421,1,0,1
51444,2.34,0.34,2
51450,110,22,88
51456,3,4,-1
51463,1,2,-1
51557,17,19,-2
51563,4,1,3
51744,1,2,-1
51746,4,0,4
51748,4,0,4
51750,7,1,6
51751,2,3,-1
51767,2,0,2
51959,8,5,3
51960,14,20,-6
51972,1,4,-3
52046,3,0,3
52102,3,0,3
52200,7,4,3
52218,1,2,-1
52418,0,1,-1
52451,55,57,-2
52457,11,5,6
52474,2,5,-3
52478,1,0,1
52491,7,1,6
52492,3,0,3
52521,1,0,1
52538,5,1,4
52578,3,4,-1
52590,30,31,-1
52591,7,8,-1
52637,14,24,-10
52640,2,1,1
52687,15,7,8
52698,57,131,-74
52699,27,3,24
52700,17,18,-1
52715,10,6,4
52738,0,3,-3
52740,4,2,2
52791,3,0,3
52823,3,5,-2
52886,7,8,-1
52910,5,8,-3
53096,11,12,-1
53108,34,42,-8
53142,5,1,4
53176,137,184,-47
53237,22,15,7
53378,2,1,1
53444,2,1,1
53532,10,11,-1
53579,4,5,-1
53612,8,5,3
53641,238,291,-53
53661,2,1,1
53665,0,1,-1
53667,4,0,4
53763,4,3,1
53766,1,6,-5
53818,1,8,-7
53830,24,74,-50
53831,2,0,2
53844,1,2,-1
53971,2,0,2
53998,10,7,3
54065,1,0,1
54134,5,6,-1
54178,3,0,3
54187,0,1,-1
54226,8,12,-4
54236,3,0,3
54294,6,0,6
54323,50,84,-34
54328,0,1.75,-1.75
54457,12,15,-3
54570,4,5,-1
54647,4,0,4
54701,2,1,1
54793,0.98,1,-0.02
54941,19,30,-11
54950,19,16,3
55018,44,64,-20
55061,3.5,6.5,-3
55091,4,6,-2
55104,2,1,1
55105,6,9,-3
55121,4,0,4
55145,2,1,1
55185,15,19,-4
55187,7,1,6
55246,8,0,8
55332,7,2,5
55369,2,3,-1
55391,5,8,-3
55399,3,5,-2
55403,3,2,1
55560,10,8,2
55588,1,2,-1
55612,1,4,-3
55683,1,0,1
56066,4,2,2
56161,4,0,4
56167,3,5,-2
56197,9900,11600,-1700
56251,0,1,-1
56323,2,3,-1
56357,6,0,6
56416,54,73,-19
56443,12,7,5
56456,4,11,-7
56508,2,31.5,-29.5
56564,10,0,10
56584,0,6,-6
56604,11,18,-7
56624,1,0,1
56747,2,0,2
56772,13,18,-5
56780,14,12,2
56791,5.02,6.68,-1.66
56797,0.01,0.67,-0.66
56834,6,5,1
56848,0,4,-4
56863,7,4,3
56899,0,2,-2
56909,6,9,-3
56942,9,14,-5
56970,1,2,-1
57170,0,1,-1
57286,10,0,10
57385,1,0,1
57386,0,1,-1
57391,3,4,-1
57394,1,2,-1
57396,1,2,-1
57400,3,0,3
57424,5,2,3
57805,19,22,-3
57850,7,4,3
57854,1,3,-2
57976,0,1,-1
58131,3,4,-1
58180,11,15,-4
58360,55,64,-9
58361,62,28,34
58464,5,1,4
58478,2,3,-1
58552,7.51,10.67,-3.16
58889,1,0,1
59022,0,2,-2
59024,0,2,-2
59037,1,6,-5
59467,0,5,-5
59486,1.8,2,-0.2
59623,1,2,-1
59668,1,0,1
59705,0,1,-1
59847,11,13,-2
59858,1,2,-1
59970,13,1,12
59975,20,2,18
60430,0,1,-1
60462,0,2,-2
60534,1,2,-1
60647,26,27,-1
60651,0,1,-1
60678,1,0,1
60688,3,0,3
60697,40,43,-3
60794,4,0,4
60799,4,0,4
60858,1,2,-1
60873,0,1,-1
60874,0,1,-1
60877,0,1,-1
61699,10,15,-5
61715,20,24,-4
61716,7.37,5.72,1.65
61826,2,0,2
62156,3,4,-1
62417,2,0,2
62686,12,15,-3
62726,1,3,-2
62727,2,3,-1
62738,0,1,-1
62758,0,4,-4
62798,7,0,7
63364,3,0,3
63419,11,13,-2
63504,9,6,3
63601,0,1.33,-1.33
63815,1,3,-2
63830,3,2,1
63831,1,2,-1
63965,4,1,3
63994,3.34,2.67,0.67
64104,27,36,-9
64140,0,1,-1
64518,0,2,-2
64528,9,0,9
64699,8,3,5
64700,15,16,-1
64707,7,10,-3
64717,40,106,-66
64851,14,12,2
64852,18,21,-3
64902,5,1,4
64953,2,3,-1
65017,5,6,-1
65323,3,4,-1
65435,13,2,11
65682,0,1,-1
65812,2,6,-4
65813,0.66,1.33,-0.67
66011,0,3,-3
66012,7,16,-9
66157,5,4,1
66209,1026,1058,-32
66449,0,9,-9
66891,17,25,-8
67305,42,45,-3
67439,1,0,1
67455,3,4,-1
67516,1,2,-1
67548,6,1,5
67637,7,9,-2
67668,1,2,-1
67669,23,3,20
68057,7,10,-3
68058,2,6,-4
68059,5,6,-1
68183,1,0,1
68184,2,0,2
68310,5,6,-1
68461,5,1,4
68654,13,15,-2
68808,4,3,1
68872,3,4,-1
68873,2,3,-1
68875,2,0,2
68876,16,6,10
68930,35,22,13
68971,4,5,-1
69066,0,2,-2
69068,1,3,-2
69237,0,1,-1
69278,2,3,-1
69322,11,15,-4
69323,1,0,1
69375,26,8,18
69452,1,0,1
69555,0,4,-4
69556,7,9,-2
69639,14,16,-2
69646,11,28,-17
69801,18.01,25.01,-7
70046,582,653,-71
70047,111,11,100
70139,4,2,2
70783,4.36,5.42,-1.06
70930,1,3,-2
70970,2,0,2
70984,8,14,-6
70985,7,8,-1
70987,7,10,-3
71006,2,4,-2
71213,9,11,-2
71375,0,1,-1
71600,1,2,-1
71653,3,0,3
72058,1,0,1
72248,63,51,12
72250,28,31,-3
73107,4,3,1
73535,4,3,1
73541,15,11,4
73574,32,31,1
73610,13,1,12
73633,11,16,-5
73670,7,3,4
73695,4,6,-2
73738,7,4,3
74120,0,1,-1
74578,3,4,-1
74601,22,35,-13
74602,14.01,20.01,-6
74622,18,7,11
74623,0,1,-1
75317,1,0,1
75780,0.23,0.28,-0.05
75979,12,1,11
75980,2,6,-4
76010,10,12,-2
76058,5,0,5
76069,13,2,11
76136,1,2,-1
76137,2,3,-1
76153,4,6,-2
76191,4,3,1
76192,3,2,1
76198,23,19,4
76199,17,16,1
76208,10,8,2
76214,6,5,1
76222,4,3,1
76224,5,4,1
76261,130,120,10
76334,140,200,-60
76335,1220,1280,-60
76336,1160,1200,-40
76338,2,3,-1
76355,11,25,-14
76857,6,8,-2
77039,9,8,1
77040,12,10,2
77082,8,9,-1
77105,16,0,16
77175,4,5,-1
77318,3,1,2
77323,4,6,-2
77372,0,4,-4
77390,10,12,-2
77475,4,5,-1
77668,42,35,7
77669,1,0,1
77670,17,14,3
77706,0,1,-1
77714,21,8,13
77840,5,2,3
77881,1,0,1
77958,1,2,-1
77968,2,12,-10
78005,0,1,-1
78080,4,3,1
78202,8,6,2
78235,1,0,1
78268,3,6,-3
78374,1,3,-2
78394,4,0,4
78395,7,2,5
78498,0,1,-1
78716,2.99,0,2.99
78823,0,1,-1
78830,1,2,-1
78846,2,3,-1
78849,1,2,-1
79011,0,1,-1
79226,4,5,-1
89423,36,39,-3
89463,2,4,-2
89466,2,4,-2
89487,1,3,-2
89539,3,2,1
89656,12,6,6
89668,3,4,-1
89680,1,2,-1
89687,1,2,-1
89822,2,0,2
90112,4,2.5,1.5
90169,0,1,-1
90202,2,3,-1
90223,6,0,6
90224,6,1,5
90227,12,6,6
90229,2,4,-2
90230,7,0,7
90233,8,1,7
90235,15,17,-2
90262,2.5,1.5,1
90398,199,183,16
90441,0,1,-1
90457,3,0,3
90465,35,38,-3
90517,0,1,-1
90535,11,0,11
90584,2,2.5,-0.5
90621,26,30,-4
90629,14,15,-1
90967,11,28,-17
91030,5,3,2
91075,6,5,1
91299,3,5,-2
91433,1,4,-3
91434,2,4,-2
91440,4,1,3
91441,3,2,1
91442,4,1,3
91443,7,8,-1
91819,3,0,3
91848,3,9,-6
91976,540.89,549.9,-9.01
92031,1,0,1
92051,0,1,-1
92062,6,3,3
92085,70,97,-27
92143,13,15,-2
92216,5,1,4
92277,8,14,-6
92417,1,0,1
92598,5,3,2
92712,4,0,4
92733,47,88,-41
92769,6,15,-9
92789,20,12,8
92807,20,33,-13
92824,2,0,2
92876,2,3,-1
92908,2,0,2
92959,1,2,-1
92962,3,4,-1
93062,47,40,7
93075,4,0,4
93288,1,2,-1
93292,6,0,6
93306,18.75,17.5,1.25
93322,1,2,-1
93454,4,0,4
93636,6,7,-1
93719,13,19,-6
93760,3,1,2
93782,1,0,1
93830,0,8,-8
93891,4,5,-1
94084,0,8,-8
94135,0,4,-4
94157,12,5,7
94219,9,12,-3
94228,12,31,-19
94278,26,29,-3
94354,1,2,-1
94464,0,1,-1
94488,3,6,-3
94490,0,1,-1
94492,3,1,2
94505,18,27,-9
94514,48,61,-13
94550,1,2,-1
94575,3,0,3
94583,2,3,-1
94608,0,2,-2
94658,5,3,2
94660,76,103,-27
94731,33,0,33
94733,94,133,-39
94810,16,22,-6
94824,0,1,-1
95152,0,2,-2
95179,5,9,-4
95180,25,19,6
95193,0,1,-1
95287,4,5,-1
95333,0,6,-6
95348,3,0,3
95368,30,40,-10
95381,8,10,-2
95410,7.8,4.8,3
95499,7,8,-1
95761,1,0,1
95788,0,2,-2
95834,5,4,1
95868,2,3,-1
95876,2,0,2
95918,6.5,0,6.5
95992,5,3,2
96025,4,16,-12
96061,3,2,1
96106,0,20,-20
96196,24,38,-14
96212,10,11,-1
96227,1,3,-2
96288,110,135,-25
96302,16,2,14
96311,0,1,-1
96349,3,0,3
96394,1,0,1
96400,7,44,-37
96421,2,3,-1
96426,1,4,-3
96491,3,5,-2
96560,173,241,-68
96642,26,12,14
96665,4,10,-6
96677,1,2,-1
96728,20,3,17
96799,5,8,-3
96800,1.5,3,-1.5
96872,22,23,-1
96884,0,2,-2
96905,2,0,2
96908,3,6,-3
96989,0,1,-1
96997,3,6,-3
97057,8,3,5
97114,13,14,-1
97115,5,7,-2
97172,9,8,1
97182,3,0,3
97260,2,0,2
97328,4,6,-2
97418,7,1,6
97455,5,7,-2
97513,12,13,-1
97514,3,8,-5
97529,0,4,-4
97558,8,9,-1
97590,6,1,5
97617,3,1,2
97700,1,2,-1
97701,1,3,-2
97717,2,0,2
97743,11,12,-1
97756,0,6,-6
97771,60,70,-10
97774,4,0,4
97782,2,0,2
97872,1,2,-1
97906,0,3,-3
98015,3,0,3
98039,7,1,6
98048,10,17,-7
98070,11,14,-3
98090,30,40,-10
98177,0,1,-1
98202,53,61,-8
98208,0,1,-1
98294,24,7,17
98310,30,60,-30
98416,159,122,37
98419,3,9,-6
98442,4,2,2
98456,4,6,-2
98457,0,4,-4
98478,13,7,6
98515,7,3,4
98536,5,8,-3
98555,4,3,1
98585,4,0,4
98616,1,3,-2
98628,0.82,1,-0.18
98629,0.4,0.68,-0.28
98633,7,12,-5
98664,30,50,-20
98685,3,4,-1
98699,1,2,-1
98702,2,0,2
98707,3,5,-2
98728,1,3,-2
98758,12,0,12
98768,2,1,1
98794,6,7,-1
98807,2,1,1
98824,2,3,-1
98843,6,7,-1
98863,31,34,-3
98921,1052,1079,-27
98946,74,80,-6
98990,3,4,-1
99022,4,2,2
99024,2,0,2
99058,5,4,1
99101,0,4,-4
99208,5,11,-6
99251,2,1,1
99252,4,0,4
99253,2,0,2
99263,5,9,-4
99264,0,10,-10
99315,4,1,3
99358,54,0,54
99374,1,2,-1
99376,0,1,-1
99389,5,3,2
99412,2,1,1
99423,1,2,-1
99501,10,7,3
99516,3,4,-1
99540,6,7,-1
99649,0,1,-1
99653,3,4,-1
99721,4,0,4
99731,1,2,-1
99797,4,2,2
99904,1,0,1
99917,80,85,-5
99922,3,0,3
99938,0,1,-1
99973,2,0,2
99990,5,6,-1
100017,3,1,2
100118,24,31,-7
100180,5,10,-5
100186,1,2,-1
100205,3,1,2
100213,4,2,2
100241,3,2,1
100358,6,0,6
100366,1,2,-1
100401,0,1,-1
100404,60,90,-30
100420,0,4,-4
100548,0,1,-1
100550,3,4,-1
100587,0,3,-3
100595,4,7,-3
100622,22,3,19
100652,2,0,2
100742,670,1100,-430
100744,9,10,-1
100746,15,13,2
100780,0,1,-1
100812,8,20,-12
100830,5,6,-1
100831,11,9,2
100892,31,29,2
100975,0,1,-1
100995,45,59,-14
101014,4,0,4
101083,33,20,13
101177,10,13,-3
101190,2,1,1
101305,3,4,-1
101326,1,0,1
101361,2,5,-3
101408,6,7,-1
101417,3,1,2
101469,0,1,-1
101471,0,1,-1
101507,7,6,1
101556,35,75,-40
101632,0,1,-1
101633,12,1,11
101641,7,9,-2
101670,10,1,9
101681,2,4,-2
101683,1,0,1
101703,3,2,1
101761,2,0,2
101784,12,7,5
101801,13,22,-9
101807,2,0,2
101810,3,0,3
101811,0,1,-1
101910,1,5,-4
101942,1,0,1
101973,121,189,-68
102004,3,5,-2
102065,3,0,3
102077,0,1,-1
102111,0,2,-2
102157,3,4,-1
102166,1,2,-1
102180,4,5,-1
102280,6,7,-1
102468,2,3,-1
102549,52,100,-48
102588,3,8,-5
102591,8,12,-4
102607,6,7,-1
102608,0,3,-3
102611,3,4,-1
